Class,Filename,CrossEra-ID,Instrumentation,Key,Mode,Composer,CompLifetime,Country
orchestra_modern,CrossEra-0510_Shostakovich_symphony_no._5_in_d_minor_op.47_ii__allegretto.mp3,CrossEra-0510,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0511_Shostakovich_symphony_no._5_in_d_minor_op.47_iii__largo.mp3,CrossEra-0511,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0512_Shostakovich_symphony_no._5_in_d_minor_op.47_iv__allegro_non_troppo.mp3,CrossEra-0512,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0513_Shostakovich_symphony_no12_1917__aurora__3.mp3,CrossEra-0513,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0514_Shostakovich_symphony_no12_1917__dawn_of_humanity__4.mp3,CrossEra-0514,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0515_Shostakovich_symphony_no12_1917__razliv__2.mp3,CrossEra-0515,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0516_Shostakovich_symphony_no12_1917__revolutionary_petrograd__1.mp3,CrossEra-0516,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0517_Shostakovich_symphony_no13_babi_yar.mp3,CrossEra-0517,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0518_Shostakovich_symphony_no13_kariera_career.mp3,CrossEra-0518,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0519_Shostakovich_symphony_no13_strachi_fears.mp3,CrossEra-0519,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0520_Shostakovich_symphony_no13_v_magazine_at_the_store.mp3,CrossEra-0520,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0521_Shostakovich_symphony_no13_yumor_humor.mp3,CrossEra-0521,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0522_Shostakovich_symphony_no14_at_the_sainte_jail.mp3,CrossEra-0522,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0523_Shostakovich_symphony_no14_conclusion.mp3,CrossEra-0523,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0524_Shostakovich_symphony_no14_de_profundis.mp3,CrossEra-0524,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0525_Shostakovich_symphony_no14_look_here_madame.mp3,CrossEra-0525,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0526_Shostakovich_symphony_no14_loreley.mp3,CrossEra-0526,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0527_Shostakovich_symphony_no14_malaguena.mp3,CrossEra-0527,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0528_Shostakovich_symphony_no14_o_delvig_delvig.mp3,CrossEra-0528,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0529_Shostakovich_symphony_no14_on_the_alert.mp3,CrossEra-0529,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0530_Shostakovich_symphony_no14_the_poets_death.mp3,CrossEra-0530,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0531_Shostakovich_symphony_no14_the_suicide.mp3,CrossEra-0531,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0532_Shostakovich_symphony_no14_zaporozhye_cossacks_reply.mp3,CrossEra-0532,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0533_Shostakovich_symphony_no6_in_b__allegro__2.mp3,CrossEra-0533,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0534_Shostakovich_symphony_no6_in_b__largo__1.mp3,CrossEra-0534,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0535_Shostakovich_symphony_no6_in_b__presto__3.mp3,CrossEra-0535,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia
orchestra_modern,CrossEra-0536_Stravinsky_Petrushkadanse_russe.mp3,CrossEra-0536,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0537_Stravinsky_Petrushkapetrushka.mp3,CrossEra-0537,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0538_Stravinsky_Petrushkathe_blackamoor.mp3,CrossEra-0538,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0539_Stravinsky_Petrushkavalse.mp3,CrossEra-0539,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0540_Stravinsky_berceuse.mp3,CrossEra-0540,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0541_Stravinsky_dances_concertantesmarcheconclusion.mp3,CrossEra-0541,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0542_Stravinsky_dances_concertantesmarcheintroduction.mp3,CrossEra-0542,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0543_Stravinsky_dances_concertantespas_dactioncon_moto.mp3,CrossEra-0543,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0544_Stravinsky_dances_concertantespas_de_deux.mp3,CrossEra-0544,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0545_Stravinsky_dances_concertantesthme_varilento.mp3,CrossEra-0545,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0546_Stravinsky_danse_infernale_du_roi_kastchei.mp3,CrossEra-0546,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0547_Stravinsky_finale.mp3,CrossEra-0547,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0548_Stravinsky_firebird_introduction.mp3,CrossEra-0548,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0549_Stravinsky_loiseau_de_feu_et_sa_danse.mp3,CrossEra-0549,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0550_Stravinsky_ronde_des_princesses.mp3,CrossEra-0550,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0551_Stravinsky_symphony_in_three_movements__1.quarter160.mp3,CrossEra-0551,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0552_Stravinsky_symphony_in_three_movements__2.andante.mp3,CrossEra-0552,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0553_Stravinsky_symphony_in_three_movements__3.con_moto.mp3,CrossEra-0553,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0554_Stravinsky_the_rite_of_spring__part_1_ladoration_de_la_terre.mp3,CrossEra-0554,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0555_Stravinsky_the_rite_of_spring__part_2_le_sacrifice.mp3,CrossEra-0555,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0556_Stravinsky_variations_de_loiseau_de_feu.mp3,CrossEra-0556,orchestra,,,Stravinsky; Igor,1882-1971,Russia
orchestra_modern,CrossEra-0557_Varese_ancara.mp3,CrossEra-0557,orchestra,,,Varese; Edgar,1883-1965,France; USA
orchestra_modern,CrossEra-0558_Varese_deserts.mp3,CrossEra-0558,orchestra,,,Varese; Edgar,1883-1965,France; USA
orchestra_modern,CrossEra-0559_Varese_desertsfirst_electronic_interpolation_beginning.mp3,CrossEra-0559,orchestra,,,Varese; Edgar,1883-1965,France; USA
orchestra_modern,CrossEra-0560_Varese_desertsfirst_electronic_interpolation_conclusion.mp3,CrossEra-0560,orchestra,,,Varese; Edgar,1883-1965,France; USA
orchestra_modern,CrossEra-0561_Varese_desertssecond_electronic_interpolation_beginning.mp3,CrossEra-0561,orchestra,,,Varese; Edgar,1883-1965,France; USA
orchestra_modern,CrossEra-0562_Varese_desertssecond_electronic_interpolation_conclusion.mp3,CrossEra-0562,orchestra,,,Varese; Edgar,1883-1965,France; USA
orchestra_modern,CrossEra-0563_Varese_desertsthird_electronic_interpolation_beginning.mp3,CrossEra-0563,orchestra,,,Varese; Edgar,1883-1965,France; USA
orchestra_modern,CrossEra-0564_Varese_desertsthird_electronic_interpolation_conclusion.mp3,CrossEra-0564,orchestra,,,Varese; Edgar,1883-1965,France; USA
orchestra_modern,CrossEra-0565_Varese_integrales.mp3,CrossEra-0565,orchestra,,,Varese; Edgar,1883-1965,France; USA
orchestra_modern,CrossEra-0566_Varese_octandreassez_lent.mp3,CrossEra-0566,orchestra,,,Varese; Edgar,1883-1965,France; USA
orchestra_modern,CrossEra-0567_Varese_octandregrave.mp3,CrossEra-0567,orchestra,,,Varese; Edgar,1883-1965,France; USA
orchestra_modern,CrossEra-0568_Varese_octandretres_vif_et_nerveaux.mp3,CrossEra-0568,orchestra,,,Varese; Edgar,1883-1965,France; USA
orchestra_modern,CrossEra-0569_Varese_offrandes_for_soprano_and_chamber_orchestrachanson_de_lahaut.mp3,CrossEra-0569,orchestra,,,Varese; Edgar,1883-1965,France; USA
orchestra_modern,CrossEra-0570_Varese_offrandes_for_soprano_and_chamber_orchestrala_croix_du_sud.mp3,CrossEra-0570,orchestra,,,Varese; Edgar,1883-1965,France; USA
orchestra_modern,CrossEra-0571_Webern_five_pieces_op._10flieend_aerst_zart.mp3,CrossEra-0571,orchestra,,,Webern; Anton,1883-1945,Austria
orchestra_modern,CrossEra-0572_Webern_five_pieces_op._10lebhaft_und_zart_bewegt.mp3,CrossEra-0572,orchestra,,,Webern; Anton,1883-1945,Austria
orchestra_modern,CrossEra-0573_Webern_five_pieces_op._10sehr_flieend.mp3,CrossEra-0573,orchestra,,,Webern; Anton,1883-1945,Austria
orchestra_modern,CrossEra-0574_Webern_five_pieces_op._10sehr_langsam_und_uerst_zart.mp3,CrossEra-0574,orchestra,,,Webern; Anton,1883-1945,Austria
orchestra_modern,CrossEra-0575_Webern_five_pieces_op._10sehr_ruhig_und_zart.mp3,CrossEra-0575,orchestra,,,Webern; Anton,1883-1945,Austria
orchestra_modern,CrossEra-0576_Webern_passacaglia_op._1.mp3,CrossEra-0576,orchestra,,,Webern; Anton,1883-1945,Austria
orchestra_modern,CrossEra-0577_Webern_six_pieces_op._6bewegt.mp3,CrossEra-0577,orchestra,,,Webern; Anton,1883-1945,Austria
orchestra_modern,CrossEra-0578_Webern_six_pieces_op._6langsam.mp3,CrossEra-0578,orchestra,,,Webern; Anton,1883-1945,Austria
orchestra_modern,CrossEra-0579_Webern_six_pieces_op._6mig.mp3,CrossEra-0579,orchestra,,,Webern; Anton,1883-1945,Austria
orchestra_modern,CrossEra-0580_Webern_six_pieces_op._6sehr_langsam.mp3,CrossEra-0580,orchestra,,,Webern; Anton,1883-1945,Austria
orchestra_modern,CrossEra-0581_Webern_six_pieces_op._6sehr_mig.mp3,CrossEra-0581,orchestra,,,Webern; Anton,1883-1945,Austria
orchestra_modern,CrossEra-0582_Webern_symphony_op._21ruhig_schreitend.mp3,CrossEra-0582,orchestra,,,Webern; Anton,1883-1945,Austria
orchestra_modern,CrossEra-0583_Webern_symphony_op._21variationen.mp3,CrossEra-0583,orchestra,,,Webern; Anton,1883-1945,Austria
orchestra_modern,CrossEra-0584_Webern_variations_op._30.mp3,CrossEra-0584,orchestra,,,Webern; Anton,1883-1945,Austria
orchestra_modern,CrossEra-0585_Weill_Kurt_Lady_in_the_dark_symphonic_nocturne_arr._r.r._bennett__i._my_ship__andante_misterioso.mp3,CrossEra-0585,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_modern,CrossEra-0586_Weill_Kurt_Lady_in_the_dark_symphonic_nocturne_arr._r.r._bennett__ii._girl_of_the_moment.mp3,CrossEra-0586,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_modern,CrossEra-0587_Weill_Kurt_Lady_in_the_dark_symphonic_nocturne_arr._r.r._bennett__iii._bolero__this_is_new_.mp3,CrossEra-0587,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_modern,CrossEra-0588_Weill_Kurt_Lady_in_the_dark_symphonic_nocturne_arr._r.r._bennett__iv._allegro_alla_marcia.mp3,CrossEra-0588,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_modern,CrossEra-0589_Weill_Kurt_Lady_in_the_dark_symphonic_nocturne_arr._r.r._bennett__v._dance_of_the_tumblers.mp3,CrossEra-0589,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_modern,CrossEra-0590_Weill_Kurt_Lady_in_the_dark_symphonic_nocturne_arr._r.r._bennett__vi._the_saga_of_jenny.mp3,CrossEra-0590,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_modern,CrossEra-0591_Weill_Kurt_Symphony_No._1_-01.mp3,CrossEra-0591,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_modern,CrossEra-0592_Weill_Kurt_Symphony_No._1_-02.mp3,CrossEra-0592,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_modern,CrossEra-0593_Weill_Kurt_Symphony_No._1_-03.mp3,CrossEra-0593,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_modern,CrossEra-0594_Weill_Kurt_Symphony_No._1_-04.mp3,CrossEra-0594,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_modern,CrossEra-0595_Weill_Kurt_Symphony_No._1_-05.mp3,CrossEra-0595,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_modern,CrossEra-0596_Weill_Kurt_Symphony_No._1_-06.mp3,CrossEra-0596,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_modern,CrossEra-0597_Weill_Kurt_Symphony_No._1_-07.mp3,CrossEra-0597,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_modern,CrossEra-0598_Weill_Kurt_Symphony_no._2__i._sostenuto_allegro_molto.mp3,CrossEra-0598,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_modern,CrossEra-0599_Weill_Kurt_Symphony_no._2__ii._largo.mp3,CrossEra-0599,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_modern,CrossEra-0600_Weill_Kurt_Symphony_no._2__iii._allegro_vivace.mp3,CrossEra-0600,orchestra,,,Weill; Kurt,1900-1950,Germany; USA
orchestra_romantic,CrossEra-0601_Berlioz_Symphonie_fantastique_op._14_i__reveries__passions__largoallegroagitato_e_appassionato_assai.mp3,CrossEra-0601,orchestra,C,major,Berlioz; Hector,1803-1869,France
orchestra_romantic,CrossEra-0602_Berlioz_Symphonie_fantastique_op._14_ii__un_bal__valseallegro_non_troppo.mp3,CrossEra-0602,orchestra,A,major,Berlioz; Hector,1803-1869,France
orchestra_romantic,CrossEra-0603_Berlioz_Symphonie_fantastique_op._14_iii__scene_aux_champs__adagio.mp3,CrossEra-0603,orchestra,F,major,Berlioz; Hector,1803-1869,France
orchestra_romantic,CrossEra-0604_Berlioz_Symphonie_fantastique_op._14_iv__marche_au_supplice__allegretto_nontroppo.mp3,CrossEra-0604,orchestra,G,minor,Berlioz; Hector,1803-1869,France
orchestra_romantic,CrossEra-0605_Berlioz_Symphonie_fantastique_op._14_v__songe_dune_nuit_de_sabbat__dies_irae.mp3,CrossEra-0605,orchestra,C,major,Berlioz; Hector,1803-1869,France
orchestra_romantic,CrossEra-0606_Berlioz_benvenuto_cellini.mp3,CrossEra-0606,orchestra,G,major,Berlioz; Hector,1803-1869,France
orchestra_romantic,CrossEra-0607_Berlioz_king_lear.mp3,CrossEra-0607,orchestra,C,major,Berlioz; Hector,1803-1869,France
orchestra_romantic,CrossEra-0608_Berlioz_roman_carnival.mp3,CrossEra-0608,orchestra,A,major,Berlioz; Hector,1803-1869,France
orchestra_romantic,CrossEra-0609_Borodin_symphony_no.1_in_e_flat_major_adagio.mp3,CrossEra-0609,orchestra,Eb,major,Borodin; Alexander,1833-1887,Russia
orchestra_romantic,CrossEra-0610_Borodin_symphony_no.1_in_e_flat_major_allegro_molto_vivo.mp3,CrossEra-0610,orchestra,C,minor,Borodin; Alexander,1833-1887,Russia
orchestra_romantic,CrossEra-0611_Borodin_symphony_no.1_in_e_flat_major_andante.mp3,CrossEra-0611,orchestra,D,major,Borodin; Alexander,1833-1887,Russia
orchestra_romantic,CrossEra-0612_Borodin_symphony_no.1_in_e_flat_major_prestissimo.mp3,CrossEra-0612,orchestra,Eb,major,Borodin; Alexander,1833-1887,Russia
orchestra_romantic,CrossEra-0613_Borodin_symphony_no.2_in_b_minor_allegro.mp3,CrossEra-0613,orchestra,B,major,Borodin; Alexander,1833-1887,Russia
orchestra_romantic,CrossEra-0614_Borodin_symphony_no.2_in_b_minor_andante.mp3,CrossEra-0614,orchestra,Db,major,Borodin; Alexander,1833-1887,Russia
orchestra_romantic,CrossEra-0615_Borodin_symphony_no.2_in_b_minor_prestissimo.mp3,CrossEra-0615,orchestra,F,major,Borodin; Alexander,1833-1887,Russia
orchestra_romantic,CrossEra-0616_Borodin_symphony_no.3_in_a_minor_moderato_assai.mp3,CrossEra-0616,orchestra,A,Minor / major,Borodin; Alexander,1833-1887,Russia
orchestra_romantic,CrossEra-0617_Borodin_symphony_no.3_in_a_minor_vivo.mp3,CrossEra-0617,orchestra,D,major,Borodin; Alexander,1833-1887,Russia
orchestra_romantic,CrossEra-0618_Brahms_Symph_No1__adagio__allegro_non_troppo_ma_con_brio.mp3,CrossEra-0618,orchestra,C,minor,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0619_Brahms_Symph_No1__andante_sostenuto.mp3,CrossEra-0619,orchestra,E,major,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0620_Brahms_Symph_No1__un_pocco_allegretto_e_graziozo.mp3,CrossEra-0620,orchestra,Ab,major,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0621_Brahms_Symph_No1__un_pocco_sost.__allegro.mp3,CrossEra-0621,orchestra,C,minor,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0622_Brahms_Symph_No4_01.mp3,CrossEra-0622,orchestra,E,minor,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0623_Brahms_Symph_No4_02.mp3,CrossEra-0623,orchestra,E,major,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0624_Brahms_Symph_No4_03.mp3,CrossEra-0624,orchestra,C,major,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0625_Brahms_Symph_No4_04.mp3,CrossEra-0625,orchestra,E,minor,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0626_Brahms_no002_01_allegro_non_troppo.mp3,CrossEra-0626,orchestra,D,major,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0627_Brahms_no002_02_adagio_non_troppo.mp3,CrossEra-0627,orchestra,B,major,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0628_Brahms_no002_03_allegretto_grazioso.mp3,CrossEra-0628,orchestra,G,major,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0629_Brahms_no002_04_allegro_con_spirito.mp3,CrossEra-0629,orchestra,D,major,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0630_Brahms_no003_01_allegro_con_brio.mp3,CrossEra-0630,orchestra,F,major,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0631_Brahms_no003_02_andante.mp3,CrossEra-0631,orchestra,C,major,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0632_Brahms_no003_03_poco_allegretto.mp3,CrossEra-0632,orchestra,C,minor,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0633_Brahms_no003_04_allegro.mp3,CrossEra-0633,orchestra,F,major,Brahms; Johannes,1833-1897,Germany
orchestra_romantic,CrossEra-0634_Bruckner_no003_01_gemassigt_misterioso.mp3,CrossEra-0634,orchestra,D,minor,Bruckner; Anton,1824-1896,Austria
orchestra_romantic,CrossEra-0635_Bruckner_no003_02_adagio_feierlich.mp3,CrossEra-0635,orchestra,Eb,major,Bruckner; Anton,1824-1896,Austria
orchestra_romantic,CrossEra-0636_Bruckner_no003_03_scherzo_ziemlich_schnell.mp3,CrossEra-0636,orchestra,D,minor,Bruckner; Anton,1824-1896,Austria
orchestra_romantic,CrossEra-0637_Bruckner_no003_04_finale_allegro.mp3,CrossEra-0637,orchestra,D,minor,Bruckner; Anton,1824-1896,Austria
orchestra_romantic,CrossEra-0638_Bruckner_no004_01_bewegt_nicht_zu_schnell.mp3,CrossEra-0638,orchestra,Eb,major,Bruckner; Anton,1824-1896,Austria
orchestra_romantic,CrossEra-0639_Bruckner_no004_02_andante_quasi_allegretto.mp3,CrossEra-0639,orchestra,C,minor,Bruckner; Anton,1824-1896,Austria
orchestra_romantic,CrossEra-0640_Bruckner_no004_03_scherzo_bewegt.mp3,CrossEra-0640,orchestra,Bb,major,Bruckner; Anton,1824-1896,Austria
orchestra_romantic,CrossEra-0641_Bruckner_no004_04_bewegt_doch_nicht_zu_schnell.mp3,CrossEra-0641,orchestra,Eb,major,Bruckner; Anton,1824-1896,Austria
orchestra_romantic,CrossEra-0642_Bruckner_no008_01_allegro_moderato.mp3,CrossEra-0642,orchestra,C,minor,Bruckner; Anton,1824-1896,Austria
orchestra_romantic,CrossEra-0643_Bruckner_no008_02_allegro_moderato__trio_allegro_moderato.mp3,CrossEra-0643,orchestra,C,minor,Bruckner; Anton,1824-1896,Austria
orchestra_romantic,CrossEra-0644_Bruckner_no008_03_adagio_feierlich_langsam_doch_nicht_schleppend.mp3,CrossEra-0644,orchestra,Db,major,Bruckner; Anton,1824-1896,Austria
orchestra_romantic,CrossEra-0645_Bruckner_no008_04_finale_feierlich_nicht_schnell.mp3,CrossEra-0645,orchestra,C,minor,Bruckner; Anton,1824-1896,Austria
orchestra_romantic,CrossEra-0646_Dvorak_no005_01_allegro_ma_non_troppo.mp3,CrossEra-0646,orchestra,F,major,Dvorak; Antonin,1841-1904,Czechia; USA
orchestra_romantic,CrossEra-0647_Dvorak_no005_02_andante_con_moto.mp3,CrossEra-0647,orchestra,A,minor,Dvorak; Antonin,1841-1904,Czechia; USA
orchestra_romantic,CrossEra-0648_Dvorak_no005_03_allegro_scherzando.mp3,CrossEra-0648,orchestra,Bb,major,Dvorak; Antonin,1841-1904,Czechia; USA
orchestra_romantic,CrossEra-0649_Dvorak_no005_04_finale_allegro_molto.mp3,CrossEra-0649,orchestra,F,major,Dvorak; Antonin,1841-1904,Czechia; USA
orchestra_romantic,CrossEra-0650_Dvorak_no007_01_allegro_maestoso.mp3,CrossEra-0650,orchestra,D,minor,Dvorak; Antonin,1841-1904,Czechia; USA
orchestra_romantic,CrossEra-0651_Dvorak_no007_02_poco_adagio.mp3,CrossEra-0651,orchestra,F,major,Dvorak; Antonin,1841-1904,Czechia; USA
orchestra_romantic,CrossEra-0652_Dvorak_no007_03_scherzo_vivace__poco_meno_mosso.mp3,CrossEra-0652,orchestra,D,minor,Dvorak; Antonin,1841-1904,Czechia; USA
orchestra_romantic,CrossEra-0653_Dvorak_no007_04_finale_allegro.mp3,CrossEra-0653,orchestra,D,minor,Dvorak; Antonin,1841-1904,Czechia; USA
orchestra_romantic,CrossEra-0654_Dvorak_symphNo9_1._adagio__allegro_molto.mp3,CrossEra-0654,orchestra,E,minor,Dvorak; Antonin,1841-1904,Czechia; USA
orchestra_romantic,CrossEra-0655_Dvorak_symphNo9_2._largo.mp3,CrossEra-0655,orchestra,Db,major,Dvorak; Antonin,1841-1904,Czechia; USA
orchestra_romantic,CrossEra-0656_Dvorak_symphNo9_3._molto_vivace.mp3,CrossEra-0656,orchestra,E,minor,Dvorak; Antonin,1841-1904,Czechia; USA
orchestra_romantic,CrossEra-0657_Dvorak_symphNo9_4._allegro_con_fuoco.mp3,CrossEra-0657,orchestra,E,minor,Dvorak; Antonin,1841-1904,Czechia; USA
orchestra_romantic,CrossEra-0658_Grieg_holberg_suite_op._40__andant_religioso.mp3,CrossEra-0658,orchestra,G,minor,Grieg; Edvard,1843-1907,Norway
orchestra_romantic,CrossEra-0659_Grieg_holberg_suite_op._40__gavotte.mp3,CrossEra-0659,orchestra,G,major,Grieg; Edvard,1843-1907,Norway
orchestra_romantic,CrossEra-0660_Grieg_holberg_suite_op._40__prelude.mp3,CrossEra-0660,orchestra,G,major,Grieg; Edvard,1843-1907,Norway
orchestra_romantic,CrossEra-0661_Grieg_holberg_suite_op._40__rigaudon.mp3,CrossEra-0661,orchestra,G,major,Grieg; Edvard,1843-1907,Norway
orchestra_romantic,CrossEra-0662_Grieg_holberg_suite_op._40__sarabande.mp3,CrossEra-0662,orchestra,G,major,Grieg; Edvard,1843-1907,Norway
orchestra_romantic,CrossEra-0663_Grieg_peer_gynt_suite_no._1_op.46__au_matin.mp3,CrossEra-0663,orchestra,E,major,Grieg; Edvard,1843-1907,Norway
orchestra_romantic,CrossEra-0664_Grieg_peer_gynt_suite_no._1_op.46__dance_danitra.mp3,CrossEra-0664,orchestra,A,minor,Grieg; Edvard,1843-1907,Norway
orchestra_romantic,CrossEra-0665_Grieg_peer_gynt_suite_no._1_op.46__hall_du_roi_de_la_montagne.mp3,CrossEra-0665,orchestra,B,minor,Grieg; Edvard,1843-1907,Norway
orchestra_romantic,CrossEra-0666_Grieg_peer_gynt_suite_no._1_op.46__mort_daase.mp3,CrossEra-0666,orchestra,B,minor,Grieg; Edvard,1843-1907,Norway
orchestra_romantic,CrossEra-0667_Grieg_peer_gynt_suite_no._2_op.55__chanson_de_solveig.mp3,CrossEra-0667,orchestra,F#,minor,Grieg; Edvard,1843-1907,Norway
orchestra_romantic,CrossEra-0668_Grieg_peer_gynt_suite_no._2_op.55__danse_arabe.mp3,CrossEra-0668,orchestra,C,major,Grieg; Edvard,1843-1907,Norway
orchestra_romantic,CrossEra-0669_Grieg_peer_gynt_suite_no._2_op.55__plainte_dingrid.mp3,CrossEra-0669,orchestra,G,minor,Grieg; Edvard,1843-1907,Norway
orchestra_romantic,CrossEra-0670_Grieg_peer_gynt_suite_no._2_op.55__retour_de_peer_gynt.mp3,CrossEra-0670,orchestra,F#,major,Grieg; Edvard,1843-1907,Norway
orchestra_romantic,CrossEra-0671_Liszt_hamlet_s104.mp3,CrossEra-0671,orchestra,B,minor,Liszt; Franz,1811-1886,Hungary; Germany
orchestra_romantic,CrossEra-0672_Liszt_orpheus_s98.mp3,CrossEra-0672,orchestra,C,major,Liszt; Franz,1811-1886,Hungary; Germany
orchestra_romantic,CrossEra-0673_Liszt_poems__mazeppa.mp3,CrossEra-0673,orchestra,D,Minor / major,Liszt; Franz,1811-1886,Hungary; Germany
orchestra_romantic,CrossEra-0674_Liszt_poems__prometheus.mp3,CrossEra-0674,orchestra,A,Minor / major,Liszt; Franz,1811-1886,Hungary; Germany
orchestra_romantic,CrossEra-0675_Liszt_poems__tasso.mp3,CrossEra-0675,orchestra,Eb,major,Liszt; Franz,1811-1886,Hungary; Germany
